season,event_main_group,event_code,event_label,category,gender,rank,athlete,nationality,age_group,total_time
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,12,Team Ahoi,,30-39,01:08:13
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,13,Hürth Vice,,16-29,01:08:31
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,14,HyBro,,30-39,01:09:07
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,15,46er,,16-29,01:09:38
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,16,clever fit Damme,,40-49,01:09:38
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,17,triabolos,,40-49,01:09:39
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,18,Crossfit Ahoi,,16-29,01:10:25
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,19,zu alt für diesen S...,,30-39,01:11:17
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,20,Ben & Jerry,,30-39,01:12:19
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,21,Running Gags,,16-29,01:12:37
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,22,Förde CrossFit,,16-29,01:12:41
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,23,HYROX DOUBLES MEN,,30-39,01:12:56
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,24,ToKa,,30-39,01:12:59
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,25,Rüdiger & Cedric,,30-39,01:13:40
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,26,Burpeerunner,,30-39,01:13:44
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,27,Team Never Quit!,,16-29,01:14:03
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,28,Nordwind,,30-39,01:14:18
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,29,Team M360,,40-49,01:15:31
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,30,2daddysinteam,,30-39,01:15:37
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,31,Echo Mode,,30-39,01:15:57
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,32,Weird Flex,,16-29,01:16:46
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,33,Old Boys,,50-59,01:16:50
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,34,111041,,30-39,01:17:44
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,35,Athlevo CrossFit,,40-49,01:18:16
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,36,Get outa my Whey!,,16-29,01:18:18
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,37,134024,,40-49,01:18:38
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,38,Never Give Up,,30-39,01:18:47
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,39,Die Muskel-Kater,,16-29,01:19:34
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,40,Stephan Meyer,,30-39,01:20:48
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,41,Panda - Bär,,30-39,01:20:53
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,42,Dick und doof,,30-39,01:21:44
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,43,Fette Leibchen,,30-39,01:22:50
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,44,Polizeiakademie Niedersachsen,,16-29,01:25:28
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,45,Wir sind die Geilsten!,,50-59,01:26:00
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,46,TnT,,40-49,01:27:45
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,47,Army of two,,30-39,01:28:26
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,48,"""Die Kettle-Boys"" von Kettlebell",,40-49,01:28:55
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,49,BandT,,40-49,01:29:29
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,50,YouGoYouGo,,16-29,01:32:48
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,51,"Marquardt, Frank",,40-49,01:37:22
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,52,Freunde der Stoppuhr Leipzig,,30-39,01:38:53
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,53,Phil marquardt,,16-29,01:52:16
Season 1,2019 Hannover,HD_999999212F07B50000000065,HYROX DOUBLES,HYROX DOUBLES,M,54,Double Dip,,30-39,02:10:22
Season 1,2018 Stuttgart,HD_999999212F07B50000000052,HYROX DOUBLES,HYROX DOUBLES,M,1,The Merciless,,30-39,00:59:08
Season 1,2018 Stuttgart,HD_999999212F07B50000000052,HYROX DOUBLES,HYROX DOUBLES,M,2,The Burpee Brothers,,30-39,01:05:02
Season 1,2018 Stuttgart,HD_999999212F07B50000000052,HYROX DOUBLES,HYROX DOUBLES,M,3,The beard,,16-29,01:05:49
Season 1,2018 Stuttgart,HD_999999212F07B50000000052,HYROX DOUBLES,HYROX DOUBLES,M,4,"No pain, no gain",,16-29,01:09:13
Season 1,2018 Stuttgart,HD_999999212F07B50000000052,HYROX DOUBLES,HYROX DOUBLES,M,5,Cool Runnings,,16-29,01:09:40
Season 1,2018 Stuttgart,HD_999999212F07B50000000052,HYROX DOUBLES,HYROX DOUBLES,M,6,GymTonic,,30-39,01:09:53
Season 1,2018 Stuttgart,HD_999999212F07B50000000052,HYROX DOUBLES,HYROX DOUBLES,M,7,134019,,16-29,01:11:48
Season 1,2018 Stuttgart,HD_999999212F07B50000000052,HYROX DOUBLES,HYROX DOUBLES,M,8,CFES Bros,,30-39,01:12:10
Season 1,2018 Stuttgart,HD_999999212F07B50000000052,HYROX DOUBLES,HYROX DOUBLES,M,9,Straight outta München,,16-29,01:12:11
Season 1,2018 Stuttgart,HD_999999212F07B50000000052,HYROX DOUBLES,HYROX DOUBLES,M,10,Philipp Leidenberger,,16-29,01:12:31
Season 1,2018 Stuttgart,HD_999999212F07B50000000052,HYROX DOUBLES,HYROX DOUBLES,M,11,CFES Team Pomade,,30-39,01:12:51
Season 1,2018 Stuttgart,HD_999999212F07B50000000052,HYROX DOUBLES,HYROX DOUBLES,M,12,beavis and butthead,,30-39,01:13:28
Season 1,2018 Stuttgart,HD_999999212F07B50000000052,HYROX DOUBLES,HYROX DOUBLES,M,13,Hook Grip,,30-39,01:13:51
Season 1,2018 Stuttgart,HD_999999212F07B50000000052,HYROX DOUBLES,HYROX DOUBLES,M,14,Crossfit Esslingen Team P&P,,30-39,01:15:17
Season 1,2018 Stuttgart,HD_999999212F07B50000000052,HYROX DOUBLES,HYROX DOUBLES,M,15,The Clean Jerks,,16-29,01:15:21
Season 1,2018 Stuttgart,HD_999999212F07B50000000052,HYROX DOUBLES,HYROX DOUBLES,M,16,Rooky Runners,,16-29,01:15:38
Season 1,2018 Stuttgart,HD_999999212F07B50000000052,HYROX DOUBLES,HYROX DOUBLES,M,17,Healthy Engines,,16-29,01:15:48
Season 1,2018 Stuttgart,HD_999999212F07B50000000052,HYROX DOUBLES,HYROX DOUBLES,M,18,Cross Sheeps 2,,40-49,01:17:14
Season 1,2018 Stuttgart,HD_999999212F07B50000000052,HYROX DOUBLES,HYROX DOUBLES,M,19,Schlater Halbstarke 2,,30-39,01:17:19
Season 1,2018 Stuttgart,HD_999999212F07B50000000052,HYROX DOUBLES,HYROX DOUBLES,M,20,The Garns,,16-29,01:17:29
Season 1,2018 Stuttgart,HD_999999212F07B50000000052,HYROX DOUBLES,HYROX DOUBLES,M,21,Team #justforfun,,16-29,01:17:47
Season 1,2018 Stuttgart,HD_999999212F07B50000000052,HYROX DOUBLES,HYROX DOUBLES,M,22,Schlappe Seppel,,16-29,01:17:50
Season 1,2018 Stuttgart,HD_999999212F07B50000000052,HYROX DOUBLES,HYROX DOUBLES,M,23,Speedy González,,16-29,01:18:54
Season 1,2018 Stuttgart,HD_999999212F07B50000000052,HYROX DOUBLES,HYROX DOUBLES,M,24,Core and Muscle,,30-39,01:20:46
Season 1,2018 Stuttgart,HD_999999212F07B50000000052,HYROX DOUBLES,HYROX DOUBLES,M,25,CrossFit Seven Eleven 2,,30-39,01:21:00
Season 1,2018 Stuttgart,HD_999999212F07B50000000052,HYROX DOUBLES,HYROX DOUBLES,M,26,CrossFit Ostfildern,,30-39,01:21:13
Season 1,2018 Stuttgart,HD_999999212F07B50000000052,HYROX DOUBLES,HYROX DOUBLES,M,27,Parkdeck 8,,30-39,01:22:00
Season 1,2018 Stuttgart,HD_999999212F07B50000000052,HYROX DOUBLES,HYROX DOUBLES,M,28,Patchwork Fitness,,30-39,01:23:21
Season 1,2018 Stuttgart,HD_999999212F07B50000000052,HYROX DOUBLES,HYROX DOUBLES,M,29,Squatland Yard,,16-29,01:23:31
Season 1,2018 Stuttgart,HD_999999212F07B50000000052,HYROX DOUBLES,HYROX DOUBLES,M,30,Felix Mergenthaler,,16-29,01:24:18
Season 1,2018 Stuttgart,HD_999999212F07B50000000052,HYROX DOUBLES,HYROX DOUBLES,M,31,GELBGELBGELB,,16-29,01:25:07
Season 1,2018 Stuttgart,HD_999999212F07B50000000052,HYROX DOUBLES,HYROX DOUBLES,M,32,therecordbreaker,,50-59,01:25:26
Season 1,2018 Stuttgart,HD_999999212F07B50000000052,HYROX DOUBLES,HYROX DOUBLES,M,33,LD Busters,,30-39,01:25:53
Season 1,2018 Stuttgart,HD_999999212F07B50000000052,HYROX DOUBLES,HYROX DOUBLES,M,34,Cross Sheeps 3,,40-49,01:26:35
Season 1,2018 Stuttgart,HD_999999212F07B50000000052,HYROX DOUBLES,HYROX DOUBLES,M,35,Mcdonot,,16-29,01:29:33
Season 1,2018 Stuttgart,HD_999999212F07B50000000052,HYROX DOUBLES,HYROX DOUBLES,M,36,SLEDGE-HAMMER,,30-39,01:32:49
Season 1,2018 Stuttgart,HD_999999212F07B50000000052,HYROX DOUBLES,HYROX DOUBLES,M,37,THE WAY YOU MOVE STUTTGART,,16-29,01:35:50
Season 1,2018 Wien,HD_999999212F07B50000000051,HYROX DOUBLES,HYROX DOUBLES,M,1,132002,,16-29,00:58:45
Season 1,2018 Wien,HD_999999212F07B50000000051,HYROX DOUBLES,HYROX DOUBLES,M,2,Boom Town Brothers,,16-29,01:06:13
Season 1,2018 Wien,HD_999999212F07B50000000051,HYROX DOUBLES,HYROX DOUBLES,M,3,Kärntnerbuam,,16-29,01:08:05
Season 1,2018 Wien,HD_999999212F07B50000000051,HYROX DOUBLES,HYROX DOUBLES,M,4,Schimmi&Allgäu,,30-39,01:09:19
Season 1,2018 Wien,HD_999999212F07B50000000051,HYROX DOUBLES,HYROX DOUBLES,M,5,Dempster Wintersberger,,16-29,01:10:38
Season 1,2018 Wien,HD_999999212F07B50000000051,HYROX DOUBLES,HYROX DOUBLES,M,6,Hamänner,,16-29,01:12:06
Season 1,2018 Wien,HD_999999212F07B50000000051,HYROX DOUBLES,HYROX DOUBLES,M,7,Sportklub Lation,,16-29,01:13:00
Season 1,2018 Wien,HD_999999212F07B50000000051,HYROX DOUBLES,HYROX DOUBLES,M,8,Training for Life,,30-39,01:13:16
Season 1,2018 Wien,HD_999999212F07B50000000051,HYROX DOUBLES,HYROX DOUBLES,M,9,Crossfit District 2,,16-29,01:13:23
Season 1,2018 Wien,HD_999999212F07B50000000051,HYROX DOUBLES,HYROX DOUBLES,M,10,Fellatio Rom,,16-29,01:13:29
Season 1,2018 Wien,HD_999999212F07B50000000051,HYROX DOUBLES,HYROX DOUBLES,M,11,Crossfit Mühl4tel,,16-29,01:13:53
Season 1,2018 Wien,HD_999999212F07B50000000051,HYROX DOUBLES,HYROX DOUBLES,M,12,Ironmen,,40-49,01:14:38
Season 1,2018 Wien,HD_999999212F07B50000000051,HYROX DOUBLES,HYROX DOUBLES,M,13,Comrades X,,16-29,01:18:15
Season 1,2018 Wien,HD_999999212F07B50000000051,HYROX DOUBLES,HYROX DOUBLES,M,14,Sebastian Stumpf,,16-29,01:18:52
Season 1,2018 Wien,HD_999999212F07B50000000051,HYROX DOUBLES,HYROX DOUBLES,M,15,NOX,,16-29,01:19:27
Season 1,2018 Wien,HD_999999212F07B50000000051,HYROX DOUBLES,HYROX DOUBLES,M,16,Extrem Orge Typen,,16-29,01:23:38
Season 1,2018 Wien,HD_999999212F07B50000000051,HYROX DOUBLES,HYROX DOUBLES,M,17,Team Tower,,30-39,01:24:29
Season 1,2018 Wien,HD_999999212F07B50000000051,HYROX DOUBLES,HYROX DOUBLES,M,18,Lean&Mean,,30-39,01:25:59
Season 1,2018 Wien,HD_999999212F07B50000000051,HYROX DOUBLES,HYROX DOUBLES,M,19,M&M,,30-39,01:26:28
Season 1,2018 Wien,HD_999999212F07B50000000051,HYROX DOUBLES,HYROX DOUBLES,M,20,PUMA,,40-49,01:27:31
Season 1,2018 Wien,HD_999999212F07B50000000051,HYROX DOUBLES,HYROX DOUBLES,M,21,Dibs letzter Platz,,16-29,01:29:09
Season 1,2018 Wien,HD_999999212F07B50000000051,HYROX DOUBLES,HYROX DOUBLES,M,22,Fit Bots,,16-29,01:29:51
Season 1,2018 Wien,HD_999999212F07B50000000051,HYROX DOUBLES,HYROX DOUBLES,M,23,Kings of Training,,30-39,01:32:10
Season 1,2018 Wien,HD_999999212F07B50000000051,HYROX DOUBLES,HYROX DOUBLES,M,24,Halbakademikerinnen,,30-39,01:39:29
Season 1,2018 Wien,HD_999999212F07B50000000051,HYROX DOUBLES,HYROX DOUBLES,M,25,Roches Dynamiques,,30-39,01:50:40
Season 1,2018 Wien,HD_999999212F07B50000000051,HYROX DOUBLES,HYROX DOUBLES,M,26,Jedlesee,,50-59,02:38:21
Season 1,2018 Essen,HD_999999212F07B5000000003D,HYROX DOUBLES,HYROX DOUBLES,M,1,Trave Crossfit,,16-29,01:04:39
Season 1,2018 Essen,HD_999999212F07B5000000003D,HYROX DOUBLES,HYROX DOUBLES,M,2,Ente Süßsauer,,16-29,01:05:26
Season 1,2018 Essen,HD_999999212F07B5000000003D,HYROX DOUBLES,HYROX DOUBLES,M,3,Beastmode,,40-49,01:07:46
Season 1,2018 Essen,HD_999999212F07B5000000003D,HYROX DOUBLES,HYROX DOUBLES,M,4,Sancho und Pancho,,30-39,01:08:07
Season 1,2018 Essen,HD_999999212F07B5000000003D,HYROX DOUBLES,HYROX DOUBLES,M,5,The Old Man CF Team Delta,,30-39,01:08:17
Season 1,2018 Essen,HD_999999212F07B5000000003D,HYROX DOUBLES,HYROX DOUBLES,M,6,Fueled with dedication,,16-29,01:09:12
Season 1,2018 Essen,HD_999999212F07B5000000003D,HYROX DOUBLES,HYROX DOUBLES,M,8,Die Piloten von D6,,16-29,01:10:46
Season 1,2018 Essen,HD_999999212F07B5000000003D,HYROX DOUBLES,HYROX DOUBLES,M,9,Rebellion der Maschinen,,30-39,01:11:48
Season 1,2018 Essen,HD_999999212F07B5000000003D,HYROX DOUBLES,HYROX DOUBLES,M,10,Viertelfit,,30-39,01:12:02
Season 1,2018 Essen,HD_999999212F07B5000000003D,HYROX DOUBLES,HYROX DOUBLES,M,11,The Old Man CF Team Echo,,16-29,01:13:24
Season 1,2018 Essen,HD_999999212F07B5000000003D,HYROX DOUBLES,HYROX DOUBLES,M,12,Die Fratellis,,40-49,01:13:43
Season 1,2018 Essen,HD_999999212F07B5000000003D,HYROX DOUBLES,HYROX DOUBLES,M,13,CF Herne,,16-29,01:14:43
Season 1,2018 Essen,HD_999999212F07B5000000003D,HYROX DOUBLES,HYROX DOUBLES,M,14,Crossfit Pottbox,,16-29,01:15:53
Season 1,2018 Essen,HD_999999212F07B5000000003D,HYROX DOUBLES,HYROX DOUBLES,M,15,clever fit Damme,,40-49,01:17:28
Season 1,2018 Essen,HD_999999212F07B5000000003D,HYROX DOUBLES,HYROX DOUBLES,M,16,Hürth Vice,,16-29,01:17:52
Season 1,2018 Essen,HD_999999212F07B5000000003D,HYROX DOUBLES,HYROX DOUBLES,M,17,Die Turboschnecken,,30-39,01:18:05
Season 1,2018 Essen,HD_999999212F07B5000000003D,HYROX DOUBLES,HYROX DOUBLES,M,18,Kerlaus der 15,,16-29,01:18:57
Season 1,2018 Essen,HD_999999212F07B5000000003D,HYROX DOUBLES,HYROX DOUBLES,M,19,Maschinen,,30-39,01:19:07
Season 1,2018 Essen,HD_999999212F07B5000000003D,HYROX DOUBLES,HYROX DOUBLES,M,20,Blood Sweat and Beers,,40-49,01:19:36
Season 1,2018 Essen,HD_999999212F07B5000000003D,HYROX DOUBLES,HYROX DOUBLES,M,21,Team Little BIG,,16-29,01:20:06
Season 1,2018 Essen,HD_999999212F07B5000000003D,HYROX DOUBLES,HYROX DOUBLES,M,22,Team Lauch,,30-39,01:20:24
Season 1,2018 Essen,HD_999999212F07B5000000003D,HYROX DOUBLES,HYROX DOUBLES,M,24,Crossfit Hiesfeld,,–,01:23:23
Season 1,2018 Essen,HD_999999212F07B5000000003D,HYROX DOUBLES,HYROX DOUBLES,M,25,Mad Dox,,40-49,01:23:30
Season 1,2018 Essen,HD_999999212F07B5000000003D,HYROX DOUBLES,HYROX DOUBLES,M,26,Chuck Norris Reserve,,40-49,01:24:05
Season 1,2018 Essen,HD_999999212F07B5000000003D,HYROX DOUBLES,HYROX DOUBLES,M,27,PottDaLuc,,16-29,01:25:03
Season 1,2018 Essen,HD_999999212F07B5000000003D,HYROX DOUBLES,HYROX DOUBLES,M,28,Spartans,,30-39,01:25:11
Season 1,2018 Essen,HD_999999212F07B5000000003D,HYROX DOUBLES,HYROX DOUBLES,M,29,The Old Man CF Team Alpha,,30-39,01:27:25
Season 1,2018 Essen,HD_999999212F07B5000000003D,HYROX DOUBLES,HYROX DOUBLES,M,30,SGAF Club,,16-29,01:29:24
Season 1,2018 Essen,HD_999999212F07B5000000003D,HYROX DOUBLES,HYROX DOUBLES,M,31,Turnverein Sinspert,,16-29,01:29:47
Season 1,2018 Essen,HD_999999212F07B5000000003D,HYROX DOUBLES,HYROX DOUBLES,M,32,Holy Batmen,,30-39,01:30:59
Season 1,2018 Essen,HD_999999212F07B5000000003D,HYROX DOUBLES,HYROX DOUBLES,M,33,CF No Rep,,30-39,01:33:43
Season 1,2018 Essen,HD_999999212F07B5000000003D,HYROX DOUBLES,HYROX DOUBLES,M,34,Toxic Twins,,40-49,01:34:00
Season 1,2018 Essen,HD_999999212F07B5000000003D,HYROX DOUBLES,HYROX DOUBLES,M,35,CFD Crew,,30-39,01:36:33
Season 1,2018 Essen,HD_999999212F07B5000000003D,HYROX DOUBLES,HYROX DOUBLES,M,36,Dark Side Gym,,30-39,01:37:00
Season 1,2018 Essen,HD_999999212F07B5000000003D,HYROX DOUBLES,HYROX DOUBLES,M,37,CF Magic Power,,–,01:37:39
Season 1,2018 Essen,HD_999999212F07B5000000003D,HYROX DOUBLES,HYROX DOUBLES,M,38,DerbyTime,,30-39,01:38:03
Season 1,2018 Essen,HD_999999212F07B5000000003D,HYROX DOUBLES,HYROX DOUBLES,M,39,Statler & Waldorf,,40-49,01:46:31
Season 1,2018 Essen,HD_999999212F07B5000000003D,HYROX DOUBLES,HYROX DOUBLES,M,40,Die Lauchies,,30-39,01:47:30
Season 1,2018 Essen,HD_999999212F07B5000000003D,HYROX DOUBLES,HYROX DOUBLES,M,41,Turnverein Sinspert,,16-29,01:53:35
Season 1,2018 Essen,HD_999999212F07B5000000003D,HYROX DOUBLES,HYROX DOUBLES,M,42,Scheunencamp,,40-49,01:58:14
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,1,Hamburger Laufladen 1,,30-39,01:02:24
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,2,KamrocBuddys,,16-29,01:02:42
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,3,FitnessFirst Niendorf,,16-29,01:03:59
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,4,OPG Farmers,,30-39,01:05:16
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,5,HauBo - CrossFit Flensburg,,30-39,01:05:45
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,6,Nachbarschaftswache,,30-39,01:08:54
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,7,CrossFit Hammerbrook,,16-29,01:09:00
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,8,CrossFit Hammerbrook,,16-29,01:09:02
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,9,FreyRaum,,16-29,01:10:13
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,10,OPG Bulls,,30-39,01:10:19
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,11,Kamroc-CrossFit,,16-29,01:10:21
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,12,Firefuckers,,16-29,01:10:34
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,13,Team #Panthaletics,,16-29,01:11:41
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,14,SCP,,16-29,01:12:14
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,15,Fugi & Rocco - CrossFit Flensburg,,40-49,01:12:39
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,16,Breyers meets Flens,,16-29,01:12:45
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,17,FitnessFirst Corparate,,40-49,01:12:50
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,18,Running Gags,,30-39,01:13:00
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,19,Double T,,30-39,01:13:05
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,20,CrossFit HH,,30-39,01:13:12
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,22,400m Allstars,,16-29,01:14:09
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,23,TagTeam - CrossFit Flensburg,,30-39,01:14:10
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,24,ToKa,,30-39,01:14:36
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,25,CrossFit Flensburg,,50-59,01:15:24
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,26,Athlevo CrossFit,,40-49,01:15:44
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,27,triabolos,,40-49,01:15:57
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,28,Sturmflut,,16-29,01:16:21
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,29,HYFIVE HYROX,,30-39,01:16:44
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,30,Torben Flint,,30-39,01:17:44
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,31,Dimitri trinkt Lagavulin !,,30-39,01:18:40
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,32,TnT,,30-39,01:18:56
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,33,Dirk Diggler,,16-29,01:19:45
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,34,GönnBallerGönn,,30-39,01:20:19
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,35,Team Kamehameha,,30-39,01:20:53
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,36,Team Rostock,,30-39,01:21:08
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,37,Boximus Prime,,30-39,01:21:28
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,38,Die Jungen Wilden,,30-39,01:21:32
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,39,J. J. Fad,,16-29,01:21:59
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,40,Dynamisches Duo,,30-39,01:22:35
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,41,Cyclerduo,,40-49,01:23:56
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,42,Pain and Gain,,30-39,01:23:57
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,43,Got Balls - CrossFit Flensburg,,30-39,01:24:33
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,44,2+2=4,,16-29,01:25:42
Season 1,2018 Hamburg,HD_999999212F07B50000000029,HYROX DOUBLES,HYROX DOUBLES,M,45,Jan Bechler,,30-39,01:25:57
